tag,brand_No,product_No,us_price,brand_name_chn,brand_name_eng,product_name,img_url
畅销,10102,10002338633,$219,都彭,S.T. DUPONT,LIGHTER 打火机,http://static.lottedfs.cn/prod/prd-img/33/86/33/02/00/01/10002338633_01.jpg
畅销,10102,10002315775,$219,都彭,S.T. DUPONT,LIGHTER 打火机,http://static.lottedfs.cn/prod/prd-img/75/57/31/02/00/01/10002315775_6.jpg
,10102,10002241409,$210,都彭,S.T. DUPONT,BELT  腰带,http://static.lottedfs.cn/prod/prd-img/09/14/24/02/00/01/10002241409_7.jpg
畅销,10102,10002338627,$219,都彭,S.T. DUPONT,LIGHTER 打火机,http://static.lottedfs.cn/prod/prd-img/27/86/33/02/00/01/10002338627_01.jpg
,10102,20000615581,$150,都彭,S.T. DUPONT,DUPONT MUFFLER TD9FM60MF991TMI 男士围巾,http://static.lottedfs.cn/prod/prd-img/31/58/75/00/00/02/20000755831_2.JPG
畅销,10102,10003166697,$219,都彭,S.T. DUPONT,LIGHTER 27712 打火机,http://static.lottedfs.cn/prod/prd-img/97/66/16/03/00/01/10003166697_8.jpg
畅销,10102,10002338629,$219,都彭,S.T. DUPONT,LIGHTER 打火机,http://static.lottedfs.cn/prod/prd-img/29/86/33/02/00/01/10002338629_01.jpg
畅销,10102,10002316264,$925,都彭,S.T. DUPONT,LIGHTER 打火机,http://static.lottedfs.cn/prod/prd-img/64/62/31/02/00/01/10002316264_01.jpg
,10102,10002245063,$290,都彭,S.T. DUPONT,BELT 腰带,http://static.lottedfs.cn/prod/prd-img/63/50/24/02/00/01/10002245063_4.jpg
畅销,10102,20000589496,$219,都彭,S.T. DUPONT,DUPONT LIGHTER 027727 打火机,http://static.lottedfs.cn/prod/prd-img/34/59/70/00/00/02/20000705934_1.JPG
畅销,10102,10003166696,$219,都彭,S.T. DUPONT,LIGHTER 打火机,http://static.lottedfs.cn/prod/prd-img/96/66/16/03/00/01/10003166696_01.jpg
,10102,10002241410,$210,都彭,S.T. DUPONT,BELT  腰带,http://static.lottedfs.cn/prod/prd-img/10/14/24/02/00/01/10002241410_7.jpg
畅销,10102,20000589497,$219,都彭,S.T. DUPONT,DUPONT LIGHTER 027728 打火机,http://static.lottedfs.cn/prod/prd-img/35/59/70/00/00/02/20000705935_1.JPG
