tag,brand_No,product_No,us_price,brand_name_chn,brand_name_eng,product_name,img_url
,1002548,20000624243,$57,怡丽丝尔,ELIXIR,EI SHISEIDO RETINO VITAL CREAM V 眼霜 15g,http://static.lottedfs.cn/prod/prd-img/62/82/76/00/00/02/20000768262_1.jpg
,1002548,20000624227,$32,怡丽丝尔,ELIXIR,DAY CARE REVOLUTION T+ 防晒乳,http://static.lottedfs.cn/prod/prd-img/28/82/76/00/00/02/20000768228_1.jpg
,1002548,20000580103,$31,怡丽丝尔,ELIXIR,EIS SLEEPING GEL PACK W 睡眠面膜,http://static.lottedfs.cn/prod/prd-img/64/02/69/00/00/02/20000690264_1.jpg
,1002548,20000579792,$31,怡丽丝尔,ELIXIR,EIS LIFTING MOISTURE LOTION T 2,http://static.lottedfs.cn/prod/prd-img/15/98/68/00/00/02/20000689815_1.jpg
,1002548,20000580116,$23,怡丽丝尔,ELIXIR,EIS CLEANSING FOAM 2 N 洁面乳,http://static.lottedfs.cn/prod/prd-img/78/02/69/00/00/02/20000690278_1.jpg
,1002548,20000579445,$45,怡丽丝尔,ELIXIR,EIW WHITENING CLEAR EMULSION C 2,http://static.lottedfs.cn/prod/prd-img/32/92/68/00/00/02/20000689232_1.jpg
,1002548,20000579441,$40,怡丽丝尔,ELIXIR,EIW WHITENING CLEAR LOTION C 2 化妆水,http://static.lottedfs.cn/prod/prd-img/28/92/68/00/00/02/20000689228_1.jpg
,1002548,20000624240,$45,怡丽丝尔,ELIXIR,WHITENING CLEAR EMULSION T 2 乳液,http://static.lottedfs.cn/prod/prd-img/58/82/76/00/00/02/20000768258_1.jpg
,1002548,20000580099,$79,怡丽丝尔,ELIXIR,EIS ENRICHED CREAM TB 面霜,http://static.lottedfs.cn/prod/prd-img/59/02/69/00/00/02/20000690259_1.jpg
畅销,1002548,20000580108,$49,怡丽丝尔,ELIXIR,EIS LIFTING NIGHT CREAM 面霜,http://static.lottedfs.cn/prod/prd-img/70/02/69/00/00/02/20000690270_1.jpg
,1002548,20000624235,$40,怡丽丝尔,ELIXIR,WHITENING CLEAR LOTION T 2,http://static.lottedfs.cn/prod/prd-img/46/82/76/00/00/02/20000768246_1.jpg
,1002548,20000579466,$84,怡丽丝尔,ELIXIR,EIW ENRICHED CLEAR CREAM TB 面霜,http://static.lottedfs.cn/prod/prd-img/61/92/68/00/00/02/20000689261_1.jpg
,1002548,20000580105,$30,怡丽丝尔,ELIXIR,EIS LIFTING MOISTURE MASK W 面膜,http://static.lottedfs.cn/prod/prd-img/66/02/69/00/00/02/20000690266_1.jpg
,1002548,20000624232,$40,怡丽丝尔,ELIXIR,WHITENING CLEAR LOTION T 1,http://static.lottedfs.cn/prod/prd-img/37/82/76/00/00/02/20000768237_1.jpg
,1002548,20000580128,$57,怡丽丝尔,ELIXIR,EIW RESET BRIGHTENIST 面霜,http://static.lottedfs.cn/prod/prd-img/90/02/69/00/00/02/20000690290_1.jpg
