tag,brand_No,product_No,us_price,brand_name_chn,brand_name_eng,product_name,img_url
畅销,1001255,20000613345,$38,ELROEL,ELROEL,BLANC COVER CREAM STICK,http://static.lottedfs.cn/prod/prd-img/25/13/75/00/00/02/20000751325_1.jpg
乐天专售,1001255,20000553829,$11,ELROEL,ELROEL,PANG PANG MINI SUN CUSHION UD_MAIN PRODUCT 迷你防晒气垫,http://static.lottedfs.cn/prod/prd-img/22/06/65/00/00/02/20000650622_1.jpg
乐天专售,1001255,20000553809,$34,ELROEL,ELROEL,PANG PANG BIG SUN CUSHION UD MAIN PRODUCT 超大型防晒气垫,http://static.lottedfs.cn/prod/prd-img/85/05/65/00/00/02/20000650585_1.jpg
,1001255,20000515028,$9,ELROEL,ELROEL,DAZZLING EYE GLITTER 液体眼影 04 SPARKING ROSE,http://static.lottedfs.cn/prod/prd-img/55/74/58/00/00/02/20000587455_1.jpg
,1001255,20000427096,$6,ELROEL,ELROEL,SUN CUSHION PUFF 3 SET  粉扑套装 3个,http://static.lottedfs.cn/prod/prd-img/47/06/45/00/00/02/20000450647_1.jpg
乐天专售,1001255,20000577184,$46,ELROEL,ELROEL,PANG PANG BIG SUN CUSHION UD 气垫防晒霜替换装2个（1+1）,http://static.lottedfs.cn/prod/prd-img/79/61/68/00/00/02/20000686179_1.jpg
,1001255,20000509704,$12,ELROEL,ELROEL,MINI BLANC PACT LX 空姐橡皮泥粉底 迷你装,http://static.lottedfs.cn/prod/prd-img/74/88/57/00/00/02/20000578874_1.jpg
,1001255,20000515016,$9,ELROEL,ELROEL,DAZZLING EYE GILITTER 液体眼影 02 CHAMPAGNE PARTY,http://static.lottedfs.cn/prod/prd-img/34/74/58/00/00/02/20000587434_1.jpg
,1001255,20000443901,$12,ELROEL,ELROEL,PANG PANG MINI CUSHION 气垫粉底 21号 8g,http://static.lottedfs.cn/prod/prd-img/01/98/47/00/00/02/20000479801_1.jpg
,1001255,20000637748,$42,ELROEL,ELROEL,FANO NEW BIG SUN CUSHION #1 大容量防晒气垫,http://static.lottedfs.cn/prod/prd-img/29/76/78/00/00/02/20000787629_1.jpg
,1001255,20000625464,$31,ELROEL,ELROEL,BLENDING COMPACT CUSHION ORIGINAL 气垫粉底 12.5g 21号 (LIGHT BEIGE),http://static.lottedfs.cn/prod/prd-img/26/04/77/00/00/02/20000770426_1.jpg
,1001255,20000605093,$11,ELROEL,ELROEL,"GOLDEN HOUR MASK SET_GHARCOAL, PORE CONTROL 面膜(5片)",http://static.lottedfs.cn/prod/prd-img/58/64/73/00/00/02/20000736458_1.jpg
乐天专售,1001255,20000577182,$69,ELROEL,ELROEL,PANG PANG BIG SUN CUSHION UD MAIN PRODUCT+REFILL+PANG PANG MINI SUN CUSHION UD 气垫防晒霜套装,http://static.lottedfs.cn/prod/prd-img/77/61/68/00/00/02/20000686177_1.jpg
赠品,1001255,20000530277,$39,ELROEL,ELROEL,HEART FIT BLANC PACT_粉凝霜+替换装,http://static.lottedfs.cn/prod/prd-img/91/91/60/00/00/02/20000609191_1.jpg
,1001255,20000515020,$9,ELROEL,ELROEL,DAZZLING EYE GLITTER 液体眼影 03 CORAL QUARTZ,http://static.lottedfs.cn/prod/prd-img/38/74/58/00/00/02/20000587438_1.jpg
赠品,1001255,20000509673,$28,ELROEL,ELROEL,HEART FIT BLANC PACT_MAIN PRODUCT 粉凝霜,http://static.lottedfs.cn/prod/prd-img/34/88/57/00/00/02/20000578834_1.jpg
