tag,brand_No,product_No,us_price,brand_name_chn,brand_name_eng,product_name,img_url
乐天专售,17989,10001989272,$15,LUSH,LUSH,NEW SHAMPOO BAR  再新洗发皂,http://static.lottedfs.cn/prod/prd-img/72/92/98/01/00/01/10001989272_4.jpg
乐天专售,17989,10001989466,$15,LUSH,LUSH,THE COMFORTER BUBBLE BAR 天鹅绒泡泡浴芭,http://static.lottedfs.cn/prod/prd-img/66/94/98/01/00/01/10001989466_4.jpg
乐天专售,17989,10001989344,$15,LUSH,LUSH,SEANIK SHAMPOO BAR  海蓝洋洗发皂,http://static.lottedfs.cn/prod/prd-img/44/93/98/01/00/01/10001989344_3.jpg
乐天专售,17989,10001989353,$10,LUSH,LUSH,SEX BOMB - BATH BOMB 气泡弹,http://static.lottedfs.cn/prod/prd-img/53/93/98/01/00/01/10001989353_3.jpg
乐天专售,17989,10001989188,$28,LUSH,LUSH,BIG - SHAMPOO  丰盈洗发露,http://static.lottedfs.cn/prod/prd-img/88/91/98/01/00/01/10001989188_4.jpg
乐天专售,17989,20000195578,$40,LUSH,LUSH,DIRTY BODY SPRAY  身体喷雾,http://static.lottedfs.cn/prod/prd-img/97/40/20/00/00/02/20000204097_3.jpg
乐天专售,17989,20000512642,$43,LUSH,LUSH,AMERICAN CREAM CONDITIONER 美式忌廉护发素 475g,http://static.lottedfs.cn/prod/prd-img/48/34/58/00/00/02/20000583448_1.jpg
乐天专售,17989,10002304680,$14,LUSH,LUSH,INTERGALACTIC  BATH BOMB 璀璨星河气泡弹,http://static.lottedfs.cn/prod/prd-img/80/46/30/02/00/01/10002304680_3.jpg
乐天专售,17989,10002211048,$10,LUSH,LUSH,CREAMY CANDY  BUBBLE BAR 奶油糖泡泡浴芭,http://static.lottedfs.cn/prod/prd-img/48/10/21/02/00/01/10002211048_3.jpg
乐天专售,17989,10002304690,$10,LUSH,LUSH,MILKY BATH BUBBLE BAR 乳骨泡泡浴芭,http://static.lottedfs.cn/prod/prd-img/90/46/30/02/00/01/10002304690_3.jpg
乐天专售,17989,10002070873,$15,LUSH,LUSH,BRIGHT SIDE  BUBBLE BAR 快乐光芒泡泡浴芭,http://static.lottedfs.cn/prod/prd-img/73/08/07/02/00/01/10002070873_3.jpg
乐天专售,17989,10001989206,$49,LUSH,LUSH,DADDY-O SHAMPOO 洗发露 500g,http://static.lottedfs.cn/prod/prd-img/06/92/98/01/00/01/10001989206_2.jpg
畅销 乐天专售,17989,10001989351,$32,LUSH,LUSH,MASK OF MAGNAMINTY - FACE AND BODY MASK  薄荷清爽面膜  315g,http://static.lottedfs.cn/prod/prd-img/51/93/98/01/00/01/10001989351_3.jpg
乐天专售,17989,20000596305,$16,LUSH,LUSH,FUN RAINBOW_FUN 彩虹奇趣泡泡皂 245g,http://static.lottedfs.cn/prod/prd-img/80/75/71/00/00/02/20000717580_1.jpg
乐天专售,17989,10002218341,$14,LUSH,LUSH,ROSE JAM BUBBLEROON BUBBLE BAR 玫瑰果酱泡泡浴芭,http://static.lottedfs.cn/prod/prd-img/41/83/21/02/00/01/10002218341_3.jpg
乐天专售,17989,20000453005,$12,LUSH,LUSH,TWILIGHT -BATH BOMB 气泡弹,http://static.lottedfs.cn/prod/prd-img/82/26/49/00/00/02/20000492682_2.jpg
乐天专售,17989,10002259151,$14,LUSH,LUSH,A FRENCH KISS BUBBLE BAR 法国香吻泡泡浴芭,http://static.lottedfs.cn/prod/prd-img/51/91/25/02/00/01/10002259151_2.jpg
乐天专售,17989,10002089052,$6,LUSH,LUSH,BUTTER BALL BATH BOMB 气泡弹,http://static.lottedfs.cn/prod/prd-img/52/90/08/02/00/01/10002089052_3.jpg
乐天专售,17989,20000551433,$15,LUSH,LUSH,DEEP SLEEP BATH BALM 沐浴炸弹,http://static.lottedfs.cn/prod/prd-img/36/67/64/00/00/02/20000646736_1.jpg
乐天专售,17989,20000525387,$24,LUSH,LUSH,RUB RUB RUB SHOWER SCRUB  柠汁香薰磨砂沐浴露 300g,http://static.lottedfs.cn/prod/prd-img/53/92/98/01/00/01/10001989253_3.jpg
乐天专售,17989,10001989232,$49,LUSH,LUSH,REHAB SHAMPOO  杂果宾治洗发露 500g,http://static.lottedfs.cn/prod/prd-img/32/92/98/01/00/01/10001989232_2.jpg
乐天专售,17989,10002218342,$15,LUSH,LUSH,SUNNYSIDE BUBBLE BAR 灿烂阳光泡泡浴芭,http://static.lottedfs.cn/prod/prd-img/42/83/21/02/00/01/10002218342_4.jpg
乐天专售,17989,10002070874,$6,LUSH,LUSH,SHAMPOO BAR TIN 洗发皂盒,http://static.lottedfs.cn/prod/prd-img/74/08/07/02/00/01/10002070874_3.jpg
乐天专售,17989,10001989278,$29,LUSH,LUSH,DADDY-O - SHAMPOO  洗发露 250g,http://static.lottedfs.cn/prod/prd-img/78/92/98/01/00/01/10001989278_3.jpg
乐天专售,17989,10001989264,$36,LUSH,LUSH,KARMA CREAM - BODY LOTION  身体润肤霜,http://static.lottedfs.cn/prod/prd-img/64/92/98/01/00/01/10001989264_3.jpg
乐天专售,17989,20000481991,$16,LUSH,LUSH,DIRTY 6g -SOLID PERFUME 固体香水,http://static.lottedfs.cn/prod/prd-img/08/46/53/00/00/02/20000534608_1.jpg
乐天专售,17989,20000195607,$40,LUSH,LUSH,TWILIGHT BODY SPRAY 身体喷雾,http://static.lottedfs.cn/prod/prd-img/26/41/20/00/00/02/20000204126_2.jpg
